year,month,week,states,suspected,confirmed,probable,hcw,deaths
22,3,10,FCT,5.0,,,,
22,3,10,Gombe,17.0,3.0,1.0,,
22,3,10,Imo,4.0,,,,
22,3,10,Kebbi,2.0,1.0,,,
22,3,10,Kogi,14.0,4.0,,,
22,3,10,Nasarawa,7.0,1.0,,,
22,3,10,Niger,3.0,,,,
22,3,10,Ondo,31.0,7.0,,,
22,3,10,Plateau,2.0,,,,
22,3,10,Taraba,3.0,1.0,,,
22,3,10,Total,257.0,33.0,1.0,0.0,1.0
22,2,9,Adamawa,3.0,,,,
22,2,9,Anambra,6.0,1.0,,,
22,2,9,Bauchi,24.0,,,,
22,2,9,Benue,19.0,5.0,,,
22,2,9,Cross River,2.0,1.0,,,
22,2,9,Delta,1.0,,,,
22,2,9,Ebonyi,62.0,7.0,,,1.0
22,2,9,Edo,102.0,14.0,,,3.0
22,2,9,Enugu,5.0,1.0,,,
22,2,9,FCT,4.0,,,,
22,2,9,Gombe,41.0,4.0,,,3.0
22,2,9,Jigawa,2.0,,,,
22,2,9,Kano,2.0,,,,
22,2,9,Kogi,19.0,7.0,,,
22,2,9,Kwara,1.0,,,,
22,2,9,Lagos,1.0,,,,
22,2,9,Nasarawa,9.0,2.0,,,
22,2,9,Niger,1.0,,,,
22,2,9,Ogun,1.0,,,,
22,2,9,Ondo,45.0,9.0,,1.0,3.0
22,2,9,Osun,1.0,,,,
22,2,9,Oyo,8.0,4.0,,4.0,3.0
22,2,9,Rivers,1.0,1.0,,,
22,2,9,Taraba,4.0,1.0,,,
22,2,9,Total,388.0,57.0,0.0,5.0,13.0
22,2,9,Yobe,24.0,,,,
22,2,8,Abia,1.0,,,,
22,2,8,Adamawa,1.0,,,,
22,2,8,Akwa Ibom,1.0,,,,
22,2,8,Bauchi,102.0,15.0,,5.0,1.0
22,2,8,Benue,61.0,1.0,,,1.0
22,2,8,Cross River,1.0,,,,
22,2,8,Delta,11.0,,,,
22,2,8,Ebonyi,10.0,4.0,,,2.0
22,2,8,Edo,110.0,24.0,,,3.0
22,2,8,Ekiti,1.0,,,,
22,2,8,Enugu,9.0,3.0,,,
22,2,8,FCT,2.0,1.0,,,
22,2,8,Gombe,22.0,5.0,,,
22,2,8,Kaduna,5.0,,,,
22,2,8,Katsina,2.0,,,,
22,2,8,Kogi,6.0,5.0,,,2.0
22,2,8,Lagos,1.0,,,,
22,2,8,Nasarawa,2.0,,,,
22,2,8,Niger,2.0,,,,
22,2,8,Ogun,1.0,,,,
22,2,8,Ondo,74.0,26.0,,,3.0
22,2,8,Osun,3.0,,,,
22,2,8,Oyo,3.0,2.0,,,
22,2,8,Plateau,3.0,1.0,,,
22,2,8,Sokoto,1.0,,,,
22,2,8,Taraba,6.0,3.0,,,
22,2,8,Total,441.0,90.0,0.0,5.0,12.0
22,2,7,Anambra,2.0,,,,
22,2,7,Bauchi,69.0,15.0,,1.0,1.0
22,2,7,Benue,15.0,3.0,,,2.0
22,2,7,Delta,2.0,1.0,,,
22,2,7,Ebonyi,17.0,5.0,,,2.0
22,2,7,Edo,120.0,22.0,,,6.0
22,2,7,Enugu,12.0,3.0,,,
22,2,7,FCT,1.0,,,,
22,2,7,Gombe,3.0,3.0,,,2.0
22,2,7,Imo,2.0,,,,
22,2,7,Kano,11.0,,,,
22,2,7,Kogi,8.0,5.0,,,1.0
22,2,7,Lagos,1.0,,,,
22,2,7,Nasarawa,6.0,1.0,,,
22,2,7,Niger,1.0,,,,
22,2,7,Ondo,77.0,30.0,,1.0,4.0
22,2,7,Taraba,7.0,3.0,,,3.0
22,2,7,Total,356.0,91.0,0.0,2.0,21.0
22,2,7,Yobe,2.0,,,,
22,2,6,Adamawa,2.0,,,,
22,2,6,Anambra,2.0,,,,
22,2,6,Bauchi,28.0,8.0,,5.0,1.0
22,2,6,Benue,15.0,3.0,1.0,,
22,2,6,Cross River,1.0,,,,
22,2,6,Delta,2.0,,,,
22,2,6,Ebonyi,24.0,6.0,,,
22,2,6,Edo,82.0,11.0,,1.0,2.0
22,2,6,Enugu,12.0,4.0,,,
22,2,6,FCT,2.0,1.0,,,
22,2,6,Gombe,3.0,,,,
22,2,6,Kaduna,1.0,,,,
22,2,6,Katsina,2.0,,,,
22,2,6,Kogi,3.0,2.0,,,1.0
22,2,6,Nasarawa,7.0,2.0,,,
22,2,6,Niger,1.0,1.0,,,
22,2,6,Ondo,79.0,35.0,,1.0,5.0
22,2,6,Plateau,1.0,,,,
22,2,6,Taraba,11.0,4.0,,,2.0
22,2,6,Total,278.0,77.0,1.0,7.0,11.0
22,1,5,Abia,9.0,,,,
22,1,5,Anambra,3.0,1.0,,,1.0
22,1,5,Bauchi,52.0,4.0,,,1.0
22,1,5,Bayelsa,1.0,,,,
22,1,5,Benue,19.0,,,,
22,1,5,Delta,10.0,,,,
22,1,5,Ebonyi,5.0,2.0,,1.0,1.0
22,1,5,Edo,72.0,15.0,,,1.0
22,1,5,Ekiti,1.0,,,,
22,1,5,Enugu,16.0,4.0,,,
22,1,5,FCT,7.0,,,,
22,1,5,Katsina,6.0,,,,
22,1,5,Kogi,2.0,,,,
22,1,5,Lagos,1.0,,,,
22,1,5,Nasarawa,7.0,2.0,,,
22,1,5,Ondo,53.0,18.0,,2.0,2.0
22,1,5,Oyo,52.0,8.0,,,
22,1,5,Plateau,1.0,,,,
22,1,5,Taraba,6.0,4.0,,,
22,1,5,Total,323.0,58.0,0.0,3.0,6.0
22,1,4,Bauchi,89.0,14.0,,,
22,1,4,Benue,,,1.0,,2.0
22,1,4,Delta,5.0,1.0,,,
22,1,4,Ebonyi,7.0,,,,
22,1,4,Edo,63.0,10.0,,,
22,1,4,Enugu,5.0,2.0,,,2.0
22,1,4,Kwara,1.0,,,,
22,1,4,Lagos,2.0,,,,
22,1,4,Ondo,44.0,15.0,,,2.0
22,1,4,Oyo,10.0,,,,
22,1,4,Rivers,3.0,,,,
22,1,4,Total,229.0,42.0,1.0,0.0,6.0
22,1,3,Anambra,2.0,,,,
22,1,3,Bauchi,84.0,18.0,,,1.0
22,1,3,Bayelsa,1.0,,,,
22,1,3,Benue,27.0,1.0,,,
22,1,3,Borno,2.0,,,,
22,1,3,Cross River,1.0,,,,
22,1,3,Ebonyi,5.0,3.0,,,1.0
22,1,3,Edo,82.0,18.0,,,2.0
22,1,3,FCT,7.0,,,,
22,1,3,Gombe,1.0,,,,
22,1,3,Kaduna,5.0,1.0,,,1.0
22,1,3,Katsina,1.0,1.0,,,1.0
22,1,3,Kwara,1.0,,,,
22,1,3,Lagos,5.0,,,,
22,1,3,Nasarawa,1.0,,,,
22,1,3,Ogun,2.0,,,,
22,1,3,Ondo,55.0,28.0,,,6.0
22,1,3,Oyo,5.0,3.0,,,
22,1,3,Plateau,4.0,,,,
22,1,3,Taraba,3.0,1.0,,,
22,1,3,Total,294.0,74.0,0.0,0.0,11.0
22,1,1,Bauchi,51.0,14.0,,,
22,1,1,Benue,3.0,3.0,,1.0,1.0
22,1,1,Cross River,1.0,1.0,,,
22,1,1,Ebonyi,4.0,1.0,,,
22,1,1,Edo,76.0,13.0,,,
22,1,1,Enugu,2.0,,,,
22,1,1,FCT,4.0,,,,
22,1,1,Gombe,2.0,,,,
22,1,1,Kaduna,11.0,1.0,,,
22,1,1,Katsina,1.0,,,,
22,1,1,Kogi,3.0,1.0,,,
22,1,1,Nasarawa,2.0,,,,
22,1,1,Ondo,46.0,11.0,,,
22,1,1,Plateau,6.0,1.0,,,
22,1,1,Rivers,1.0,,,,
22,1,1,Taraba,9.0,2.0,,,1.0
22,1,1,Total,222.0,48.0,0.0,1.0,2.0
21,12,52,Bauchi,20.0,4.0,,,1.0
21,12,52,Benue,3.0,,,,
21,12,52,Borno,2.0,,,,
21,12,52,Edo,74.0,9.0,,,
21,12,52,FCT,4.0,1.0,,,
21,12,52,Jigawa,1.0,,,,
21,12,52,Kaduna,2.0,1.0,1.0,,
21,12,52,Kogi,1.0,,,,
21,12,52,Nasarawa,12.0,,,,
21,12,52,Ondo,52.0,12.0,,,2.0
21,12,52,Plateau,1.0,,,,
21,12,52,Taraba,1.0,1.0,,,
21,12,52,Total,173.0,28.0,1.0,0.0,3.0
21,12,51,Abia,3.0,,,,
21,12,51,Anambra,3.0,,,,
21,12,51,Bauchi,39.0,18.0,,,
21,12,51,Delta,2.0,,,,
21,12,51,Ebonyi,5.0,,,,
21,12,51,Edo,71.0,6.0,,,1.0
21,12,51,FCT,5.0,,,,
21,12,51,Jigawa,1.0,,,,
21,12,51,Kaduna,7.0,,,,
21,12,51,Kano,11.0,,,,
21,12,51,Lagos,1.0,,,,
21,12,51,Nasarawa,4.0,,,,
21,12,51,Ondo,32.0,4.0,,,2.0
21,12,51,Plateau,7.0,1.0,,,
21,12,51,Rivers,1.0,,,,
21,12,51,Sokoto,1.0,,,,
21,12,51,Total,193.0,29.0,0.0,0.0,3.0
21,12,50,Anambra,1.0,,,,
21,12,50,Bauchi,10.0,3.0,,,2.0
21,12,50,Delta,1.0,,,,
21,12,50,Ebonyi,6.0,1.0,,,1.0
21,12,50,Edo,93.0,2.0,,,
21,12,50,FCT,28.0,,,,
21,12,50,Imo,1.0,,,,
21,12,50,Kaduna,1.0,,,,
21,12,50,Lagos,1.0,,,,
21,12,50,Nasarawa,10.0,,,,
21,12,50,Ondo,37.0,4.0,,2.0,
21,12,50,Plateau,1.0,,,,
21,12,50,Total,190.0,10.0,0.0,2.0,3.0
21,12,49,Adamawa,1.0,,,,
21,12,49,Cross River,1.0,,,,
21,12,49,Delta,1.0,,,,
21,12,49,Ebonyi,4.0,,,,
21,12,49,Edo,40.0,3.0,,,
21,12,49,FCT,9.0,,,,
21,12,49,Gombe,11.0,,,,
21,12,49,Jigawa,1.0,,,,
21,12,49,Katsina,1.0,,,,
21,12,49,Nasarawa,40.0,2.0,1.0,2.0,2.0
21,12,49,Ondo,14.0,5.0,,,1.0
21,12,49,Total,123.0,10.0,1.0,2.0,3.0
21,11,48,Bauchi,6.0,1.0,,,
21,11,48,Delta,1.0,,,,
21,11,48,Edo,49.0,1.0,,,
21,11,48,Kaduna,1.0,1.0,,,
21,11,48,Nasarawa,4.0,,,,
21,11,48,Ondo,18.0,1.0,,,
21,11,48,Plateau,3.0,,,,
21,11,48,Total,82.0,4.0,0.0,0.0,0.0
21,11,47,Bauchi,3.0,1.0,1.0,1.0,
21,11,47,Delta,2.0,,,,
21,11,47,Ebonyi,7.0,,,,
21,11,47,Edo,53.0,1.0,,,
21,11,47,FCT,1.0,,,,
21,11,47,Kogi,1.0,,,,
21,11,47,Kwara,1.0,,,,
21,11,47,Ondo,22.0,1.0,,,
21,11,47,Taraba,1.0,,,,
21,11,47,Total,91.0,3.0,1.0,0.0,0.0
21,11,46,Bauchi,16.0,2.0,,,1.0
21,11,46,Delta,3.0,,,,
21,11,46,Ebonyi,2.0,,,,
21,11,46,Edo,63.0,4.0,,,
21,11,46,Kano,1.0,,,,
21,11,46,Kogi,3.0,,,,
21,11,46,Kwara,1.0,,,,
21,11,46,Lagos,1.0,,,,
21,11,46,Ondo,17.0,3.0,,,
21,11,46,Oyo,1.0,,,,
21,11,46,Total,108.0,9.0,0.0,0.0,1.0
21,11,45,Anambra,1.0,1.0,,,
21,11,45,Bauchi,1.0,,,,
21,11,45,Benue,1.0,1.0,,,
21,11,45,Delta,1.0,,,,
21,11,45,Ebonyi,2.0,,,,
21,11,45,Edo,81.0,3.0,,,
21,11,45,FCT,1.0,,,,
21,11,45,Kano,1.0,,,,
21,11,45,Nasarawa,1.0,,,,
21,11,45,Ondo,20.0,3.0,,,
21,11,45,Plateau,2.0,,,,
21,11,45,Taraba,1.0,,,,
21,11,45,Total,113.0,8.0,0.0,0.0,0.0
21,10,44,Bauchi,3.0,,,,
21,10,44,Edo,48.0,5.0,,,
21,10,44,Kogi,1.0,,,,
21,10,44,Ondo,16.0,1.0,,,
21,10,44,Sokoto,2.0,,,,
21,10,44,Taraba,2.0,1.0,,,
21,10,44,Total,72.0,7.0,0.0,0.0,0.0
21,10,43,Benue,1.0,,,,
21,10,43,Delta,1.0,,,,
21,10,43,Edo,60.0,1.0,,,
21,10,43,Gombe,1.0,,,,
21,10,43,Ondo,14.0,1.0,,,
21,10,43,Total,77.0,2.0,0.0,0.0,0.0
21,10,42,Bauchi,3.0,1.0,,,
21,10,42,Bayelsa,1.0,,,,
21,10,42,Benue,2.0,,,,
21,10,42,Delta,1.0,,,,
21,10,42,Edo,53.0,2.0,,,
21,10,42,FCT,1.0,,,,
21,10,42,Imo,1.0,1.0,,,
21,10,42,Ondo,15.0,4.0,,,
21,10,42,Osun,1.0,,,,
21,10,42,Oyo,1.0,,,,
21,10,42,Plateau,1.0,,,,
21,10,42,Taraba,1.0,,,,
21,10,42,Total,81.0,8.0,0.0,0.0,0.0
21,10,41,Benue,3.0,1.0,,,
21,10,41,Borno,1.0,,,,
21,10,41,Edo,39.0,2.0,,,
21,10,41,Gombe,1.0,,,,
21,10,41,Jigawa,1.0,,,,
21,10,41,Kano,2.0,,,,
21,10,41,Ondo,18.0,4.0,,,
21,10,41,Plateau,2.0,,,,
21,10,41,Total,67.0,7.0,0.0,0.0,0.0
21,10,40,Borno,2.0,,,,
21,10,40,Edo,38.0,,,,
21,10,40,Ondo,23.0,4.0,,,1.0
21,10,40,Total,63.0,4.0,0.0,0.0,1.0
21,9,39,Borno,2.0,,,,
21,9,39,Edo,41.0,1.0,,,
21,9,39,Ondo,8.0,2.0,,,
21,9,39,Total,51.0,3.0,0.0,0.0,0.0
21,9,38,Benue,1.0,,,,
21,9,38,Ebonyi,1.0,,,,
21,9,38,Edo,60.0,6.0,,,
21,9,38,Kogi,1.0,1.0,,,
21,9,38,Ondo,13.0,2.0,,,1.0
21,9,38,Total,77.0,9.0,0.0,0.0,1.0
21,9,38,Yobe,1.0,,,,
21,9,37,Delta,1.0,,,,
21,9,37,Edo,58.0,1.0,,,
21,9,37,Ondo,14.0,,,,
21,9,37,Total,73.0,1.0,0.0,0.0,0.0
21,9,36,Edo,46.0,,,,
21,9,36,Gombe,1.0,,,,
21,9,36,Imo,1.0,,,,
21,9,36,Ondo,11.0,3.0,,,3.0
21,9,36,Taraba,1.0,1.0,,,
21,9,36,Total,60.0,4.0,0.0,0.0,3.0
21,8,35,Ebonyi,1.0,,,,
21,8,35,Edo,53.0,,,,
21,8,35,Imo,1.0,,,,
21,8,35,Ondo,19.0,,,,
21,8,35,Total,74.0,0.0,0.0,0.0,0.0
21,8,34,Edo,57.0,6.0,,,
21,8,34,FCT,1.0,,,,
21,8,34,Kwara,1.0,,,,
21,8,34,Ondo,22.0,3.0,,,
21,8,34,Oyo,1.0,,,,
21,8,34,Rivers,1.0,,,,
21,8,34,Total,83.0,9.0,0.0,0.0,0.0
21,8,33,Ebonyi,1.0,,,,
21,8,33,Edo,44.0,1.0,,,
21,8,33,Lagos,1.0,,,,
21,8,33,Ondo,12.0,1.0,,,
21,8,33,Total,58.0,2.0,0.0,0.0,0.0
21,7,31,Delta,1.0,,,,
21,7,31,Edo,36.0,1.0,,,
21,7,31,Kogi,1.0,,,,
21,7,31,Nasarawa,1.0,,,,
21,7,31,Ondo,21.0,3.0,,,1.0
21,7,31,Plateau,1.0,,,,
21,7,31,Taraba,4.0,,,,
21,7,31,Total,65.0,4.0,0.0,0.0,1.0
21,7,29,Delta,1.0,,,,
21,7,29,Edo,38.0,1.0,,,
21,7,29,Gombe,2.0,,,,
21,7,29,Jigawa,1.0,,,,
21,7,29,Ondo,22.0,2.0,,,1.0
21,7,29,Rivers,1.0,,,,
21,7,29,Taraba,1.0,1.0,,,
21,7,29,Total,66.0,4.0,0.0,0.0,1.0
21,7,28,Delta,1.0,,,,
21,7,28,Edo,46.0,2.0,,,
21,7,28,Ekiti,1.0,,,,
21,7,28,Imo,1.0,,,,
21,7,28,Ondo,16.0,3.0,,,
21,7,28,Plateau,4.0,,,,
21,7,28,Rivers,1.0,,,,
21,7,28,Total,70.0,5.0,0.0,0.0,0.0
21,7,27,Abia,1.0,,,,
21,7,27,Delta,1.0,,,,
21,7,27,Edo,40.0,2.0,,,
21,7,27,FCT,1.0,,,,
21,7,27,Imo,1.0,,,,
21,7,27,Kogi,1.0,,,,
21,7,27,Ondo,21.0,5.0,,,4.0
21,7,27,Plateau,1.0,,,,
21,7,27,Rivers,1.0,,,,
21,7,27,Taraba,1.0,,,,
21,7,27,Total,69.0,7.0,0.0,0.0,4.0
21,6,26,Delta,1.0,,,,
21,6,26,Ebonyi,1.0,,,,
21,6,26,Edo,37.0,2.0,,,
21,6,26,FCT,1.0,,,,
21,6,26,Ondo,27.0,1.0,,,
21,6,26,Total,67.0,3.0,0.0,0.0,0.0
21,6,25,Edo,34.0,7.0,,,
21,6,25,FCT,1.0,,,,
21,6,25,Ondo,29.0,6.0,,,1.0
21,6,25,Taraba,1.0,,,,
21,6,25,Total,65.0,13.0,0.0,0.0,1.0
21,5,22,Delta,3.0,,,,
21,5,22,Ebonyi,1.0,,,,
21,5,22,Edo,34.0,4.0,,,
21,5,22,Katsina,1.0,,,,
21,5,22,Niger,1.0,,,,
21,5,22,Ondo,12.0,2.0,,,1.0
21,5,22,Total,52.0,6.0,0.0,0.0,1.0
21,5,20,Bauchi,6.0,,,,
21,5,20,Benue,3.0,,,,
21,5,20,Ebonyi,2.0,,,,
21,5,20,Edo,46.0,4.0,,,
21,5,20,Enugu,3.0,,,,
21,5,20,Lagos,1.0,,,,
21,5,20,Ogun,1.0,,,,
21,5,20,Ondo,20.0,4.0,,,
21,5,20,Rivers,1.0,,,,
21,5,20,Total,83.0,8.0,0.0,0.0,0.0
21,5,19,Delta,1.0,,,,
21,5,19,Edo,39.0,,,,
21,5,19,Gombe,1.0,,,,
21,5,19,Lagos,2.0,,,,
21,5,19,Ondo,16.0,1.0,,,1.0
21,5,19,Taraba,2.0,,,,
21,5,19,Total,61.0,1.0,0.0,0.0,1.0
21,4,18,Abia,3.0,,,,
21,4,18,Bauchi,6.0,2.0,,,
21,4,18,Borno,1.0,,,,
21,4,18,Delta,2.0,,,,
21,4,18,Ebonyi,3.0,1.0,,,
21,4,18,Edo,29.0,3.0,,,
21,4,18,Ondo,17.0,4.0,,,
21,4,18,Total,61.0,10.0,0.0,0.0,0.0
21,4,17,Bauchi,3.0,,,,
21,4,17,Benue,1.0,1.0,,,
21,4,17,Ebonyi,3.0,1.0,,,1.0
21,4,17,Edo,48.0,3.0,,,
21,4,17,Gombe,2.0,,,,
21,4,17,Kano,1.0,,,,
21,4,17,Ondo,14.0,3.0,,,2.0
21,4,17,Taraba,1.0,,,,
21,4,17,Total,73.0,8.0,0.0,0.0,3.0
21,4,16,Bauchi,4.0,,,,
21,4,16,Benue,1.0,1.0,,,
21,4,16,Delta,1.0,,,,
21,4,16,Edo,36.0,2.0,,,1.0
21,4,16,Imo,1.0,,,,
21,4,16,Kogi,2.0,1.0,,,1.0
21,4,16,Nasarawa,1.0,,,,
21,4,16,Ondo,12.0,3.0,,1.0,1.0
21,4,16,Rivers,1.0,,,,
21,4,16,Total,59.0,7.0,0.0,1.0,2.0
21,4,15,Adamawa,1.0,,,,
21,4,15,Bauchi,1.0,,,,
21,4,15,Benue,2.0,1.0,,,
21,4,15,Delta,2.0,,,,
21,4,15,Ebonyi,1.0,,,,
21,4,15,Edo,30.0,5.0,,,
21,4,15,Ogun,1.0,,,,
21,4,15,Taraba,5.0,,,,
21,4,15,Total,43.0,6.0,0.0,0.0,0.0
21,4,14,Bauchi,2.0,1.0,,,
21,4,14,Benue,1.0,,,,
21,4,14,Delta,1.0,,,,
21,4,14,Edo,21.0,1.0,,,
21,4,14,Kaduna,1.0,,,,
21,4,14,Nasarawa,2.0,,,,
21,4,14,Ondo,13.0,5.0,,,1.0
21,4,14,Plateau,1.0,1.0,,,
21,4,14,Total,43.0,8.0,0.0,0.0,1.0
21,4,14,Yobe,1.0,,,,
21,3,13,Bauchi,3.0,,,,
21,3,13,Delta,1.0,,,,
21,3,13,Ebonyi,4.0,,,,
21,3,13,Edo,36.0,,,,
21,3,13,FCT,1.0,,,,
21,3,13,Kebbi,1.0,,,,
21,3,13,Ondo,31.0,3.0,,,
21,3,13,Taraba,1.0,,,,
21,3,13,Total,78.0,3.0,0.0,0.0,0.0
21,3,12,Bauchi,2.0,,,,
21,3,12,Ebonyi,3.0,,,,
21,3,12,Edo,55.0,5.0,,,1.0
21,3,12,Gombe,1.0,,,,
21,3,12,Kaduna,1.0,,,,
21,3,12,Ondo,21.0,2.0,,,2.0
21,3,12,Plateau,1.0,,,,
21,3,12,Total,84.0,7.0,0.0,0.0,3.0
21,3,11,Bauchi,3.0,1.0,,,
21,3,11,Benue,4.0,1.0,,,
21,3,11,Borno,2.0,,,,
21,3,11,Delta,4.0,1.0,,,
21,3,11,Ebonyi,6.0,3.0,,,
21,3,11,Edo,67.0,10.0,,,
21,3,11,Jigawa,1.0,,,,
21,3,11,Kaduna,9.0,,,,
21,3,11,Kano,3.0,,,,
21,3,11,Kogi,1.0,1.0,,,
21,3,11,Lagos,2.0,,,,
21,3,11,Ondo,31.0,14.0,,,4.0
21,3,11,Oyo,1.0,,,,
21,3,11,Plateau,2.0,1.0,,,
21,3,11,Total,136.0,32.0,0.0,0.0,4.0
21,3,10,Adamawa,1.0,,,,
21,3,10,Bauchi,6.0,1.0,,,
21,3,10,Benue,3.0,,,,
21,3,10,Delta,1.0,,,,
21,3,10,Ebonyi,9.0,1.0,,,
21,3,10,Edo,69.0,14.0,,,
21,3,10,Enugu,1.0,,,,
21,3,10,Kaduna,27.0,4.0,,,2.0
21,3,10,Kano,4.0,,,,
21,3,10,Kogi,1.0,,,,
21,3,10,Nasarawa,1.0,,,,
21,3,10,Ondo,17.0,7.0,,,3.0
21,3,10,Plateau,2.0,1.0,,,
21,3,10,Taraba,3.0,2.0,,,1.0
21,3,10,Total,145.0,30.0,0.0,0.0,6.0
21,2,9,Anambra,2.0,,,,
21,2,9,Benue,1.0,1.0,,,
21,2,9,Delta,1.0,,,,
21,2,9,Ebonyi,11.0,2.0,,,
21,2,9,Edo,58.0,13.0,,,1.0
21,2,9,Enugu,1.0,,,,
21,2,9,FCT,1.0,,,,
21,2,9,Kaduna,2.0,1.0,,,
21,2,9,Lagos,2.0,,,,
21,2,9,Ondo,20.0,6.0,,2.0,
21,2,9,Rivers,3.0,,,,
21,2,9,Taraba,5.0,2.0,,,
21,2,9,Total,107.0,25.0,0.0,2.0,1.0
21,2,8,Abia,1.0,1.0,,,
21,2,8,Bauchi,2.0,2.0,,,
21,2,8,Benue,3.0,1.0,,,
21,2,8,Cross River,1.0,,,,
21,2,8,Delta,2.0,,,,
21,2,8,Ebonyi,6.0,4.0,,,
21,2,8,Edo,74.0,10.0,,,3.0
21,2,8,Enugu,5.0,3.0,,,
21,2,8,Jigawa,3.0,,,,
21,2,8,Kaduna,1.0,1.0,,,
21,2,8,Ondo,28.0,6.0,,,1.0
21,2,8,Plateau,3.0,3.0,,,
21,2,8,Taraba,11.0,3.0,,,2.0
21,2,8,Total,142.0,34.0,0.0,0.0,6.0
21,2,8,Yobe,1.0,,,,
21,2,8,Zamfara,1.0,,,,
21,2,7,Anambra,1.0,,,,
21,2,7,Bauchi,3.0,,,,
21,2,7,Cross River,1.0,,,,
21,2,7,Delta,2.0,,,,
21,2,7,Ebonyi,8.0,4.0,,,1.0
21,2,7,Edo,71.0,8.0,,,
21,2,7,Enugu,1.0,1.0,1.0,1.0,1.0
21,2,7,Jigawa,1.0,,,,
21,2,7,Nasarawa,2.0,2.0,,,
21,2,7,Ondo,17.0,3.0,,,
21,2,7,Osun,1.0,,,,
21,2,7,Taraba,5.0,1.0,,,1.0
21,2,7,Total,113.0,19.0,1.0,1.0,3.0
21,2,6,Ebonyi,10.0,,,,
21,2,6,Edo,55.0,10.0,,,2.0
21,2,6,Jigawa,2.0,,,,
21,2,6,Kogi,2.0,,,,
21,2,6,Lagos,1.0,,,,
21,2,6,Nasarawa,1.0,,,,
21,2,6,Ondo,15.0,5.0,,,3.0
21,2,6,Taraba,5.0,2.0,,,1.0
21,2,6,Total,91.0,17.0,0.0,0.0,6.0
21,1,5,Abia,1.0,,,,
21,1,5,Adamawa,4.0,,,,
21,1,5,Anambra,1.0,,,,
21,1,5,Bauchi,2.0,,,,
21,1,5,Benue,2.0,,,,
21,1,5,Delta,1.0,,,,
21,1,5,Ebonyi,6.0,,,,
21,1,5,Edo,64.0,6.0,,,
21,1,5,Gombe,2.0,,,,
21,1,5,Lagos,1.0,,,,
21,1,5,Ondo,15.0,4.0,,,
21,1,5,Plateau,2.0,,,,
21,1,5,Taraba,6.0,2.0,,1.0,1.0
21,1,5,Total,107.0,12.0,0.0,1.0,1.0
21,1,4,Bauchi,11.0,1.0,,,
21,1,4,Borno,2.0,,,,
21,1,4,Delta,1.0,,,,
21,1,4,Ebonyi,10.0,,,,
21,1,4,Edo,90.0,4.0,,,
21,1,4,Ekiti,1.0,,,,
21,1,4,FCT,1.0,,,,
21,1,4,Kaduna,1.0,,,,
21,1,4,Kano,1.0,,,,
21,1,4,Kogi,1.0,,,,
21,1,4,Nasarawa,1.0,1.0,,,
21,1,4,Ondo,23.0,2.0,,,
21,1,4,Plateau,3.0,2.0,,,
21,1,4,Taraba,7.0,4.0,,,2.0
21,1,4,Total,153.0,14.0,0.0,0.0,2.0
21,1,3,Akwa Ibom,1.0,1.0,,,
21,1,3,Delta,3.0,,,,
21,1,3,Edo,87.0,8.0,,,1.0
21,1,3,FCT,1.0,,,,
21,1,3,Imo,1.0,,,,
21,1,3,Ondo,35.0,8.0,,,2.0
21,1,3,Total,129.0,17.0,0.0,0.0,3.0
21,1,3,Yobe,1.0,,,,
21,1,2,Anambra,1.0,,,,
21,1,2,Borno,3.0,,,,
21,1,2,Delta,1.0,,,,
21,1,2,Ebonyi,7.0,1.0,,,
21,1,2,Edo,88.0,11.0,,,1.0
21,1,2,Kebbi,1.0,,,,
21,1,2,Ondo,12.0,,,,
21,1,2,Taraba,4.0,2.0,,,1.0
21,1,2,Total,117.0,14.0,0.0,0.0,2.0
21,1,1,Abia,,2.0,,,
21,1,1,Bauchi,7.0,2.0,,,2.0
21,1,1,Ebonyi,5.0,1.0,,,
21,1,1,Edo,74.0,3.0,,,
21,1,1,Ondo,18.0,3.0,,,
21,1,1,Osun,1.0,,,,
21,1,1,Plateau,2.0,,,,
21,1,1,Total,109.0,9.0,0.0,0.0,2.0
20,12,53,Bauchi,3.0,1.0,,,
20,12,53,Delta,6.0,,,,
20,12,53,Edo,29.0,5.0,,,
20,12,53,FCT,1.0,,,,
20,12,53,Nasarawa,1.0,1.0,,,
20,12,53,Ondo,8.0,,,,
20,12,53,Plateau,7.0,1.0,,,
20,12,53,Taraba,4.0,,,,
20,12,52,Abia,1.0,,,,
20,12,52,Bauchi,1.0,1.0,,,
20,12,52,Delta,2.0,,,,
20,12,52,Ebonyi,3.0,1.0,,,
20,12,52,Edo,35.0,1.0,,,
20,12,52,Enugu,1.0,,,,
20,12,52,Imo,1.0,,,,
20,12,52,Ondo,17.0,3.0,,,1.0
20,12,52,Osun,1.0,,,,
20,12,52,Taraba,2.0,,,,
20,12,52,Total,64.0,6.0,0.0,0.0,1.0
20,12,51,Anambra,1.0,,,,
20,12,51,Benue,3.0,,,,
20,12,51,Ebonyi,1.0,,,,
20,12,51,Edo,39.0,6.0,,,
20,12,51,Ekiti,5.0,,,,
20,12,51,Kebbi,,,1.0,,
20,12,51,Nasarawa,2.0,,,,
20,12,51,Ondo,25.0,6.0,1.0,1.0,1.0
20,12,51,Plateau,1.0,,,,
20,12,51,Total,78.0,12.0,0.0,1.0,1.0
20,12,50,Akwa Ibom,1.0,,,,
20,12,50,Bauchi,6.0,,,,
